EmployeeID,FirstName,Department,JobRole,Age,Gender,MaritalStatus,Education,State,City,HireDate,TerminationDate,Attrition,MonthlySalary,AnnualSalary,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHomeKM,NumCompaniesWorked,TrainingHoursLastYear,TenureYears,AgeGroup,SalaryBand,IsAttrited
114778,Employee114778,It,Data Analyst,48,Female,Divorced,Bachelor's Degree,NJ,Jersey City,2023-12-02,,No,7041.67,84500.0,1,2.0,3,No,46.9,5,29,2.08,40-49,70-90K,0
105950,Employee105950,Finance,Accountant,34,Female,Married,Associate Degree,PA,Pittsburgh,2015-08-14,,No,4650.0,55800.0,2,3.0,4,No,19.3,3,33,10.38,30-39,50-70K,0
105409,Employee105409,Emergency,Paramedic,26,Female,Married,Master's Degree,CT,Stamford,2016-11-21,,No,5616.67,67400.0,3,3.0,1,No,3.5,3,14,9.11,20-29,50-70K,0
104675,Employee104675,Facilities,Maintenance Tech,36,Female,Divorced,Master's Degree,CT,New Haven,2015-04-21,,No,6500.0,78000.0,5,3.0,2,Yes,10.5,4,29,10.7,30-39,70-90K,0
100046,Employee100046,It,Data Analyst,31,Female,Married,Master's Degree,PA,Pittsburgh,2024-11-30,,No,8033.33,96400.0,2,5.0,1,No,21.3,2,12,1.09,30-39,90-120K,0
108076,Employee108076,Pharmacy,Pharmacist,62,Female,Single,Master's Degree,PA,Pittsburgh,2015-08-24,,No,8400.0,100800.0,3,2.0,3,No,15.6,3,31,10.36,60+,90-120K,0
109964,Employee109964,Facilities,Maintenance Tech,30,Male,Married,Associate Degree,CT,New Haven,2017-09-22,,No,5016.67,60200.0,3,2.0,2,Yes,15.6,3,37,8.28,30-39,50-70K,0
110838,Employee110838,Administration,Records Clerk,34,Female,Married,Master's Degree,NY,Albany,2024-08-17,2024-11-29,Yes,5558.33,66700.0,2,3.0,3,No,8.7,3,0,0.28,30-39,50-70K,1
100659,Employee100659,Administration,Admin Assistant,21,Female,Divorced,Bachelor's Degree,PA,Philadelphia,2023-10-07,,No,4283.33,51400.0,4,3.0,2,No,6.9,1,32,2.24,20-29,50-70K,0
105107,Employee105107,It,Network Engineer,39,Male,Divorced,Associate Degree,CT,Hartford,2022-07-14,,No,6325.0,75900.0,3,3.0,3,No,7.0,5,11,3.47,30-39,70-90K,0
105788,Employee105788,Human Resources,Recruiter,39,Female,Single,Associate Degree,NY,Albany,2016-05-06,2019-06-15,Yes,5291.67,63500.0,1,3.0,4,No,19.9,3,32,3.11,30-39,50-70K,1
110904,Employee110904,Pharmacy,Pharmacy Technician,32,Female,Married,Master's Degree,NY,Rochester,2017-05-11,,No,5458.33,65500.0,2,4.0,1,No,11.4,0,31,8.64,30-39,50-70K,0
101843,Employee101843,Emergency,Paramedic,45,Male,Divorced,Bachelor's Degree,PA,Philadelphia,2017-06-12,,No,5883.33,70600.0,3,2.0,3,No,1.6,1,27,8.56,40-49,70-90K,0
101277,Employee101277,Emergency,ER Nurse,40,Male,Single,Associate Degree,MA,Boston,2021-03-03,,No,6225.0,74700.0,2,1.0,3,No,8.8,2,37,4.83,40-49,70-90K,0
108075,Employee108075,It,Systems Analyst,51,Female,Single,Master's Degree,CT,Stamford,2016-11-05,,No,7475.0,89700.0,4,2.0,3,No,15.0,2,28,9.16,50-59,70-90K,0
111543,Employee111543,Patient Support,Intake Specialist,22,Male,Married,Associate Degree,MA,Worcester,2019-12-03,2023-01-15,Yes,7200.0,86400.0,1,1.0,3,No,1.3,0,35,3.12,20-29,70-90K,1
102127,Employee102127,Facilities,Custodian,30,Male,Married,Bachelor's Degree,MA,Worcester,2017-02-03,,No,4966.67,59600.0,2,3.0,3,Yes,8.1,1,28,8.91,30-39,50-70K,0
114738,Employee114738,Human Resources,Recruiter,42,Female,Not Disclosed,Not Specified,NJ,Trenton,2018-08-15,,No,7025.0,84300.0,3,3.0,4,Yes,8.4,2,36,7.38,40-49,70-90K,0
102634,Employee102634,Emergency,ER Physician,47,Female,Divorced,Bachelor's Degree,CT,Stamford,2015-03-28,,No,10408.33,124900.0,2,3.0,3,Yes,6.4,3,50,10.77,40-49,120K+,0
104225,Employee104225,It,IT Support,44,Female,Married,Master's Degree,NJ,Trenton,2017-03-09,,No,6241.67,74900.0,1,1.0,2,No,18.1,1,0,8.82,40-49,70-90K,0
114771,Employee114771,Human Resources,HR Manager,36,Male,Single,Associate Degree,PA,Allentown,2015-08-30,,No,10441.67,125300.0,3,3.0,3,No,20.4,1,0,10.34,30-39,120K+,0
100378,Employee100378,Facilities,Custodian,39,Female,Married,Associate Degree,NJ,Newark,2020-09-11,,No,4516.67,54200.0,3,3.0,3,Yes,19.5,5,18,5.31,30-39,50-70K,0
100853,Employee100853,Emergency,Paramedic,45,Male,Married,Associate Degree,MA,Worcester,2018-03-29,,No,4725.0,56700.0,1,2.0,4,No,4.0,1,30,7.76,40-49,50-70K,0
105478,Employee105478,Administration,Records Clerk,31,Male,Single,Bachelor's Degree,CT,New Haven,2020-11-18,,No,5075.0,60900.0,3,2.0,3,No,18.8,2,49,5.12,30-39,50-70K,0
109300,Employee109300,Patient Support,Case Manager,39,Male,Divorced,Master's Degree,NJ,Trenton,2024-09-16,2025-06-03,Yes,11491.67,137900.0,3,2.0,2,No,4.1,2,45,0.71,30-39,120K+,1
102316,Employee102316,Patient Support,Case Manager,34,Female,Divorced,Bachelor's Degree,PA,Philadelphia,2014-01-27,2021-03-20,Yes,10483.33,125800.0,2,3.0,2,No,9.5,3,22,7.14,30-39,120K+,1
113001,Employee113001,Pharmacy,Pharmacy Technician,50,Male,Married,Associate Degree,NY,Rochester,2020-05-28,,No,5000.0,60000.0,2,1.0,3,Yes,7.7,1,25,5.6,50-59,50-70K,0
114763,Employee114763,Nursing,Nurse Practitioner,36,Male,Divorced,Associate Degree,NY,Buffalo,2024-07-02,,No,6541.67,78500.0,2,2.0,3,No,12.0,2,33,1.5,30-39,70-90K,0
112684,Employee112684,Administration,Office Manager,34,Female,Divorced,Associate Degree,CT,Stamford,2024-03-18,,No,9350.0,112200.0,3,2.0,2,No,2.7,2,13,1.79,30-39,90-120K,0
108700,Employee108700,Administration,Admin Assistant,42,Male,Married,Master's Degree,NJ,Newark,2024-11-26,,No,4875.0,58500.0,3,1.0,2,Yes,33.6,4,30,1.1,40-49,50-70K,0
111865,Employee111865,Administration,Office Manager,44,Female,Married,Bachelor's Degree,PA,Allentown,2021-03-02,,No,10075.0,120900.0,4,2.0,4,No,20.3,3,53,4.84,40-49,120K+,0
105089,Employee105089,Radiology,Radiologic Technologist,31,Male,Married,Master's Degree,MA,Worcester,2021-11-14,,No,7233.33,86800.0,3,1.0,3,Yes,25.9,2,0,4.13,30-39,70-90K,0
110277,Employee110277,Pharmacy,Pharmacy Technician,39,Female,Single,Associate Degree,MA,Boston,2025-06-17,,No,4991.67,59900.0,2,2.0,3,No,2.8,2,1,0.54,30-39,50-70K,0
114821,Employee114821,Pharmacy,Pharmacist,44,Male,Single,Associate Degree,PA,Philadelphia,2024-03-03,2025-05-04,Yes,6733.33,80800.0,5,2.0,3,No,3.2,5,28,1.17,40-49,70-90K,1
101970,Employee101970,Nursing,Nurse Practitioner,40,Female,Married,Doctorate,NJ,Trenton,2020-01-02,,No,8733.33,104800.0,3,2.0,2,No,11.5,3,23,6.0,40-49,90-120K,0
107067,Employee107067,Emergency,Paramedic,39,Male,Divorced,Master's Degree,MA,Springfield,2025-02-07,,No,5108.33,61300.0,4,2.0,3,No,6.0,1,10,0.9,30-39,50-70K,0
114551,Employee114551,Lab Services,Lab Technician,36,Male,Single,Bachelor's Degree,CT,New Haven,2019-06-08,,No,4433.33,53200.0,1,1.0,3,No,7.7,2,58,6.57,30-39,50-70K,0
112381,Employee112381,Nursing,Staff Nurse,31,Female,Single,Bachelor's Degree,PA,Pittsburgh,2021-06-11,,No,5866.67,70400.0,5,3.0,1,No,3.5,3,37,4.56,30-39,70-90K,0
109489,Employee109489,Pharmacy,Pharmacy Technician,31,Male,Married,Master's Degree,NY,Buffalo,2024-07-29,,No,4316.67,51800.0,3,2.0,2,No,10.1,5,20,1.43,30-39,50-70K,0
110553,Employee110553,Human Resources,Recruiter,51,Female,Single,Bachelor's Degree,NJ,Jersey City,2020-07-28,2021-10-04,Yes,4933.33,59200.0,3,1.0,3,No,8.8,0,27,1.19,50-59,50-70K,1
102401,Employee102401,Pharmacy,Pharmacy Technician,39,Female,Married,Master's Degree,MA,Worcester,2022-02-23,,No,5983.33,71800.0,3,3.0,2,No,31.4,1,6,3.85,30-39,70-90K,0
102903,Employee102903,Radiology,Radiologist,37,Male,Single,Bachelor's Degree,PA,Pittsburgh,2022-08-16,,No,9666.67,116000.0,3,1.0,2,No,3.4,6,46,3.38,30-39,90-120K,0
112497,Employee112497,Surgery,Surgeon,24,Male,Married,Bachelor's Degree,NJ,Newark,2021-05-06,2025-12-13,Yes,10041.67,120500.0,3,2.0,2,No,7.4,3,6,4.61,20-29,120K+,1
104189,Employee104189,Lab Services,Lab Technician,46,Female,Divorced,Bachelor's Degree,NY,Albany,2025-01-22,2025-07-01,Yes,4816.67,57800.0,3,2.0,3,No,5.1,4,43,0.44,40-49,50-70K,1
104425,Employee104425,Lab Services,Phlebotomist,37,Female,Single,Master's Degree,NY,Rochester,2018-06-25,,No,5958.33,71500.0,3,2.0,2,Yes,2.0,1,4,7.52,30-39,70-90K,0
110865,Employee110865,Lab Services,Phlebotomist,37,Female,Single,Doctorate,NJ,Jersey City,2019-01-09,,No,6433.33,77200.0,5,2.0,4,No,6.8,2,48,6.98,30-39,70-90K,0
112828,Employee112828,Administration,Records Clerk,59,Female,Married,Bachelor's Degree,NJ,Jersey City,2024-01-04,,No,4591.67,55100.0,3,2.0,2,No,24.8,3,31,1.99,50-59,50-70K,0
111658,Employee111658,Facilities,Maintenance Tech,44,Female,Divorced,Bachelor's Degree,CT,New Haven,2021-01-27,,No,5208.33,62500.0,2,5.0,2,No,16.3,2,30,4.93,40-49,50-70K,0
101084,Employee101084,Radiology,Radiologic Technologist,43,Female,Divorced,Bachelor's Degree,CT,Hartford,2015-12-15,,No,6950.0,83400.0,2,4.0,3,No,6.6,3,1,10.05,40-49,70-90K,0
114477,Employee114477,Radiology,Imaging Specialist,62,Male,Married,High School,PA,Allentown,2019-03-10,,No,6258.33,75100.0,3,3.0,3,No,8.6,6,34,6.81,60+,70-90K,0
111514,Employee111514,It,Network Engineer,39,Female,Divorced,Bachelor's Degree,MA,Worcester,2018-03-27,,No,6541.67,78500.0,3,2.0,3,No,9.3,0,32,7.77,30-39,70-90K,0
108544,Employee108544,Patient Support,Patient Coordinator,24,Female,Married,High School,MA,Springfield,2024-10-04,,No,4333.33,52000.0,4,3.0,2,No,21.1,7,34,1.24,20-29,50-70K,0
109144,Employee109144,Facilities,Custodian,33,Male,Single,Master's Degree,CT,Stamford,2017-10-29,,No,5633.33,67600.0,4,4.0,3,No,13.7,0,12,8.18,30-39,50-70K,0
107794,Employee107794,Surgery,Surgeon,28,Male,Married,Bachelor's Degree,PA,Pittsburgh,2024-01-14,,No,9666.67,116000.0,1,3.0,3,No,29.9,2,41,1.97,20-29,90-120K,0
108774,Employee108774,Nursing,ICU Nurse,40,Female,Single,Associate Degree,NJ,Jersey City,2015-10-03,,No,6166.67,74000.0,3,2.0,2,No,2.5,2,36,10.25,40-49,70-90K,0
101108,Employee101108,Lab Services,Lab Technician,40,Male,Single,Doctorate,MA,Worcester,2024-05-20,,No,6308.33,75700.0,2,2.0,4,Yes,14.8,0,31,1.62,40-49,70-90K,0
100858,Employee100858,Lab Services,Lab Manager,30,Female,Divorced,Master's Degree,NJ,Jersey City,2024-10-27,,No,10550.0,126600.0,3,4.0,4,Yes,1.0,2,0,1.18,30-39,120K+,0
105785,Employee105785,Facilities,Facilities Manager,26,Female,Married,Bachelor's Degree,NY,Rochester,2024-02-07,2024-05-16,Yes,10583.33,127000.0,3,3.0,2,No,65.8,2,23,0.27,20-29,120K+,1
103781,Employee103781,Nursing,Charge Nurse,38,Female,Single,Master's Degree,NY,Rochester,2023-10-01,,No,8375.0,100500.0,4,2.0,2,No,24.1,3,26,2.25,30-39,90-120K,0
105990,Employee105990,Lab Services,Lab Technician,43,Female,Single,High School,NJ,Trenton,2015-08-18,2024-02-05,Yes,4441.67,53300.0,2,1.0,2,Yes,1.0,2,19,8.47,40-49,50-70K,1
108665,Employee108665,Radiology,Radiologist,43,Female,Single,Bachelor's Degree,MA,Springfield,2021-04-07,,No,10450.0,125400.0,5,3.0,3,Yes,13.6,2,15,4.74,40-49,120K+,0
104463,Employee104463,Human Resources,Benefits Coordinator,31,Male,Single,High School,PA,Allentown,2022-05-07,2024-12-10,Yes,4608.33,55300.0,3,2.0,3,Yes,7.0,1,24,2.6,30-39,50-70K,1
101874,Employee101874,Human Resources,Benefits Coordinator,36,Female,Married,Bachelor's Degree,NJ,Jersey City,2024-09-28,2025-02-14,Yes,4341.67,52100.0,3,3.0,3,Yes,11.5,2,51,0.38,30-39,50-70K,1
100346,Employee100346,Human Resources,HR Generalist,21,Male,Married,Bachelor's Degree,NY,Buffalo,2023-04-28,,No,4666.67,56000.0,2,2.0,2,No,24.3,1,26,2.68,20-29,50-70K,0
110025,Employee110025,Administration,Office Manager,40,Female,Single,Bachelor's Degree,NJ,Jersey City,2019-07-01,,No,10166.67,122000.0,3,2.0,3,No,2.9,1,5,6.51,40-49,120K+,0
113041,Employee113041,Lab Services,Lab Technician,55,Female,Divorced,Master's Degree,PA,Pittsburgh,2019-08-28,,No,5291.67,63500.0,3,4.0,3,No,1.8,2,1,6.35,50-59,50-70K,0
110857,Employee110857,Finance,Accountant,46,Male,Married,Master's Degree,NJ,Jersey City,2023-03-25,2025-04-22,Yes,4975.0,59700.0,2,1.0,3,No,15.3,2,24,2.08,40-49,50-70K,1
113135,Employee113135,Surgery,Surgical Tech,45,Male,Married,Doctorate,NY,Syracuse,2019-12-16,2022-04-25,Yes,7266.67,87200.0,5,2.0,3,Yes,30.1,3,45,2.36,40-49,70-90K,1
113003,Employee113003,Surgery,Surgeon,33,Male,Single,High School,NJ,Jersey City,2018-07-09,,No,10750.0,129000.0,3,3.0,3,No,32.1,1,58,7.48,30-39,120K+,0
111891,Employee111891,Human Resources,Recruiter,41,Female,Single,Bachelor's Degree,PA,Philadelphia,2020-11-25,2021-04-15,Yes,4483.33,53800.0,4,2.0,3,No,14.8,2,67,0.39,40-49,50-70K,1
108355,Employee108355,Patient Support,Case Manager,54,Male,Married,Bachelor's Degree,NJ,Newark,2024-07-16,2024-09-21,Yes,9366.67,112400.0,2,3.0,4,Yes,11.6,2,22,0.18,50-59,90-120K,1
101282,Employee101282,Lab Services,Lab Manager,41,Female,Divorced,Bachelor's Degree,CT,Stamford,2022-02-17,,No,10175.0,122100.0,3,2.0,2,No,9.8,4,49,3.87,40-49,120K+,0
100657,Employee100657,Finance,Billing Specialist,46,Male,Divorced,Associate Degree,MA,Springfield,2017-04-22,,No,7291.67,87500.0,1,3.0,4,No,23.0,3,12,8.7,40-49,70-90K,0
110482,Employee110482,It,Data Analyst,38,Male,Single,Associate Degree,NY,Buffalo,2023-03-29,,No,6666.67,80000.0,3,2.0,3,Yes,37.5,4,13,2.76,30-39,70-90K,0
105761,Employee105761,Administration,Admin Assistant,44,Male,Single,Associate Degree,NY,Buffalo,2020-06-08,,No,5066.67,60800.0,2,3.0,2,Yes,29.2,1,17,5.57,40-49,50-70K,0
111602,Employee111602,Human Resources,HR Generalist,37,Female,Married,Associate Degree,CT,New Haven,2019-12-29,,No,4583.33,55000.0,3,1.0,4,Yes,4.4,4,42,6.01,30-39,50-70K,0
107809,Employee107809,Lab Services,Lab Manager,35,Female,Divorced,Associate Degree,NJ,Trenton,2019-01-09,,No,10425.0,125100.0,4,4.0,2,No,14.4,0,3,6.98,30-39,120K+,0
111094,Employee111094,Emergency,ER Physician,27,Female,Single,Master's Degree,NJ,Newark,2020-08-17,,No,11241.67,134900.0,2,1.0,2,No,14.2,2,21,5.37,20-29,120K+,0
106229,Employee106229,Surgery,Surgeon,43,Male,Single,High School,MA,Boston,2016-07-08,2021-05-02,Yes,9975.0,119700.0,2,2.0,1,Yes,36.7,1,33,4.82,40-49,90-120K,1
100271,Employee100271,Finance,Billing Specialist,48,Female,Single,Associate Degree,NJ,Newark,2023-10-27,,No,6991.67,83900.0,3,2.0,3,No,10.4,5,20,2.18,40-49,70-90K,0
107046,Employee107046,Human Resources,Benefits Coordinator,35,Female,Married,Associate Degree,NJ,Newark,2024-09-20,,No,3991.67,47900.0,3,4.0,2,No,4.6,3,0,1.28,30-39,<50K,0
100876,Employee100876,Finance,Financial Analyst,40,Male,Married,Associate Degree,MA,Springfield,2023-12-07,,No,7041.67,84500.0,4,3.0,2,No,9.7,2,40,2.07,40-49,70-90K,0
101902,Employee101902,Patient Support,Patient Coordinator,35,Male,Married,Master's Degree,MA,Springfield,2024-07-18,,No,5100.0,61200.0,4,3.0,3,No,22.8,2,16,1.46,30-39,50-70K,0
101478,Employee101478,Administration,Office Manager,21,Male,Single,Bachelor's Degree,NY,Syracuse,2017-05-21,2023-12-29,Yes,11075.0,132900.0,1,3.0,3,No,3.3,5,8,6.61,20-29,120K+,1
108493,Employee108493,Radiology,Imaging Specialist,40,Male,Married,Master's Degree,MA,Boston,2019-09-29,,No,8658.33,103900.0,4,3.0,2,Yes,2.5,1,22,6.26,40-49,90-120K,0
107350,Employee107350,It,IT Support,39,Female,Divorced,Associate Degree,NJ,Newark,2019-03-11,,No,4608.33,55300.0,3,4.0,2,No,9.2,4,44,6.81,30-39,50-70K,0
104876,Employee104876,Facilities,Custodian,52,Male,Single,Master's Degree,MA,Boston,2016-11-11,2023-02-01,Yes,5850.0,70200.0,2,2.0,2,No,8.0,1,24,6.22,50-59,70-90K,1
108370,Employee108370,Nursing,Staff Nurse,41,Male,Divorced,Bachelor's Degree,PA,Pittsburgh,2014-12-08,,No,6975.0,83700.0,2,3.0,4,No,2.8,2,17,11.07,40-49,70-90K,0
110896,Employee110896,It,Data Analyst,44,Female,Married,Bachelor's Degree,MA,Boston,2023-03-19,,No,6841.67,82100.0,3,4.0,4,Yes,26.9,1,25,2.79,40-49,70-90K,0
100966,Employee100966,Patient Support,Patient Coordinator,37,Female,Single,Master's Degree,CT,Hartford,2025-08-26,2025-11-06,Yes,5075.0,60900.0,4,2.0,3,No,4.6,1,30,0.2,30-39,50-70K,1
113356,Employee113356,Human Resources,HR Generalist,43,Female,Single,Not Specified,PA,Philadelphia,2025-11-28,,No,5675.0,68100.0,1,3.0,2,Yes,8.4,2,7,0.09,40-49,50-70K,0
100380,Employee100380,Surgery,Surgical Tech,40,Male,Divorced,Bachelor's Degree,CT,Stamford,2020-02-19,,No,5325.0,63900.0,3,2.0,2,No,20.2,4,31,5.87,40-49,50-70K,0
104716,Employee104716,Surgery,Anesthesiologist,41,Female,Divorced,Associate Degree,MA,Worcester,2020-05-10,,No,10500.0,126000.0,4,5.0,3,No,1.0,4,0,5.65,40-49,120K+,0
104650,Employee104650,Emergency,ER Nurse,30,Male,Single,Master's Degree,NY,Buffalo,2021-12-08,,No,6691.67,80300.0,5,3.0,2,No,35.1,4,43,4.07,30-39,70-90K,0
102268,Employee102268,Administration,Admin Assistant,26,Male,Divorced,Master's Degree,CT,Stamford,2023-02-13,,No,4983.33,59800.0,3,3.0,2,No,60.5,1,31,2.88,20-29,50-70K,0
113228,Employee113228,Administration,Office Manager,36,Female,Married,High School,CT,New Haven,2022-06-26,,No,10000.0,120000.0,3,4.0,2,No,4.3,3,20,3.52,30-39,90-120K,0
110358,Employee110358,Finance,Billing Specialist,36,Male,Single,Master's Degree,NJ,Jersey City,2021-07-08,,No,7708.33,92500.0,3,3.0,1,No,11.8,2,43,4.48,30-39,90-120K,0
111650,Employee111650,Administration,Records Clerk,46,Male,Single,Bachelor's Degree,NY,Albany,2024-10-09,,No,5000.0,60000.0,3,2.0,2,Yes,1.0,1,33,1.23,40-49,50-70K,0
101687,Employee101687,Emergency,ER Physician,50,Male,Married,Associate Degree,PA,Pittsburgh,2020-05-09,,No,10391.67,124700.0,4,2.0,2,Yes,30.4,0,38,5.65,50-59,120K+,0
106115,Employee106115,It,IT Support,21,Male,Divorced,Master's Degree,CT,New Haven,2019-12-08,,No,5675.0,68100.0,5,4.0,2,No,1.7,3,25,6.07,20-29,50-70K,0
110895,Employee110895,Pharmacy,Pharmacist,32,Male,Not Disclosed,Not Specified,CT,New Haven,2015-09-07,,No,8450.0,101400.0,4,3.0,3,Yes,8.4,2,43,10.32,30-39,90-120K,0
110462,Employee110462,Pharmacy,Pharmacist,34,Female,Single,Master's Degree,PA,Philadelphia,2025-04-27,2025-11-24,Yes,7375.0,88500.0,2,3.0,3,Yes,2.4,4,13,0.58,30-39,70-90K,1
105757,Employee105757,Surgery,Surgical Tech,46,Female,Single,Bachelor's Degree,PA,Pittsburgh,2025-06-26,,No,4483.33,53800.0,4,3.0,3,No,5.6,1,21,0.52,40-49,50-70K,0
106852,Employee106852,Human Resources,HR Manager,32,Female,Divorced,Bachelor's Degree,CT,Hartford,2019-03-03,,No,10850.0,130200.0,1,2.0,2,Yes,13.5,2,40,6.83,30-39,120K+,0
104159,Employee104159,Finance,Accountant,38,Male,Married,Master's Degree,MA,Springfield,2016-05-28,,No,5508.33,66100.0,3,3.0,2,No,6.8,3,59,9.6,30-39,50-70K,0
110545,Employee110545,Pharmacy,Pharmacy Technician,45,Female,Divorced,Associate Degree,MA,Worcester,2016-03-08,,No,5008.33,60100.0,2,3.0,3,No,8.2,3,43,9.82,40-49,50-70K,0
104822,Employee104822,Patient Support,Patient Coordinator,33,Female,Married,Associate Degree,MA,Springfield,2014-10-05,,No,4475.0,53700.0,3,1.0,1,No,9.9,1,0,11.24,30-39,50-70K,0
103214,Employee103214,Administration,Records Clerk,33,Male,Married,Bachelor's Degree,MA,Boston,2014-01-26,,No,4741.67,56900.0,1,2.0,4,Yes,13.6,4,27,11.93,30-39,50-70K,0
113077,Employee113077,Human Resources,HR Manager,49,Female,Married,Master's Degree,NY,Albany,2018-05-03,2022-06-29,Yes,11291.67,135500.0,4,2.0,3,Yes,2.7,3,25,4.16,40-49,120K+,1
102174,Employee102174,Radiology,Radiologist,42,Male,Married,Master's Degree,NJ,Jersey City,2019-10-28,,No,11483.33,137800.0,4,1.0,2,Yes,29.7,1,35,6.18,40-49,120K+,0
110365,Employee110365,Administration,Admin Assistant,35,Female,Divorced,Master's Degree,CT,Stamford,2021-08-26,,No,6216.67,74600.0,2,4.0,2,No,1.4,6,41,4.35,30-39,70-90K,0
111401,Employee111401,Nursing,Staff Nurse,28,Female,Married,High School,MA,Worcester,2020-02-03,,No,6050.0,72600.0,3,3.0,2,No,3.0,1,19,5.91,20-29,70-90K,0
113247,Employee113247,Lab Services,Phlebotomist,43,Male,Divorced,High School,NJ,Newark,2015-11-01,,No,4833.33,58000.0,3,1.0,2,No,16.3,3,30,10.17,40-49,50-70K,0
101548,Employee101548,Emergency,ER Physician,37,Female,Single,Bachelor's Degree,MA,Boston,2018-05-26,,No,10600.0,127200.0,3,2.0,2,No,21.7,1,27,7.6,30-39,120K+,0
110760,Employee110760,It,Data Analyst,36,Female,Single,Bachelor's Degree,CT,Stamford,2016-03-26,,No,8350.0,100200.0,3,2.0,2,No,35.5,0,39,9.77,30-39,90-120K,0
101776,Employee101776,It,Network Engineer,38,Male,Divorced,Bachelor's Degree,NY,Rochester,2023-07-17,,No,5441.67,65300.0,2,2.0,3,No,7.7,3,16,2.46,30-39,50-70K,0
109078,Employee109078,Facilities,Maintenance Tech,43,Male,Divorced,Doctorate,NY,Buffalo,2019-02-25,,No,7441.67,89300.0,3,2.0,2,No,3.6,0,37,6.85,40-49,70-90K,0
100573,Employee100573,Patient Support,Intake Specialist,32,Female,Single,Bachelor's Degree,NJ,Jersey City,2020-01-11,,No,7958.33,95500.0,3,1.0,3,No,8.7,5,35,5.97,30-39,90-120K,0
106177,Employee106177,Surgery,Anesthesiologist,37,Female,Single,Associate Degree,PA,Philadelphia,2022-07-03,,No,10433.33,125200.0,3,3.0,5,No,5.0,1,29,3.5,30-39,120K+,0
104831,Employee104831,It,IT Support,35,Male,Single,Associate Degree,NY,Albany,2020-07-19,,No,4733.33,56800.0,3,2.0,2,No,2.8,2,34,5.45,30-39,50-70K,0
110656,Employee110656,Pharmacy,Pharmacist,28,Female,Single,Bachelor's Degree,MA,Springfield,2020-12-19,,No,7375.0,88500.0,4,4.0,3,No,2.6,1,25,5.03,20-29,70-90K,0
111774,Employee111774,Pharmacy,Pharmacy Technician,48,Male,Single,Associate Degree,NJ,Jersey City,2023-01-15,,No,4883.33,58600.0,3,2.0,2,Yes,2.2,4,21,2.96,40-49,50-70K,0
113547,Employee113547,Pharmacy,Pharmacist,45,Female,Divorced,Bachelor's Degree,CT,Hartford,2015-03-05,,No,7225.0,86700.0,4,5.0,3,Yes,8.4,1,24,10.83,40-49,70-90K,0
101802,Employee101802,Administration,Admin Assistant,53,Male,Divorced,Bachelor's Degree,CT,Hartford,2021-12-04,,No,4875.0,58500.0,5,4.0,3,No,3.0,2,31,4.08,50-59,50-70K,0
100944,Employee100944,Radiology,Radiologic Technologist,39,Male,Single,High School,PA,Pittsburgh,2017-10-03,,No,7100.0,85200.0,4,3.0,3,No,2.6,3,45,8.25,30-39,70-90K,0
103232,Employee103232,Nursing,ICU Nurse,33,Female,Divorced,Bachelor's Degree,PA,Pittsburgh,2020-04-25,,No,6116.67,73400.0,4,2.0,3,No,8.4,6,38,5.69,30-39,70-90K,0
112436,Employee112436,Lab Services,Phlebotomist,31,Female,Married,Associate Degree,PA,Pittsburgh,2019-10-02,,No,4991.67,59900.0,3,3.0,2,No,1.2,4,18,6.25,30-39,50-70K,0
109108,Employee109108,Finance,Accountant,42,Male,Single,Associate Degree,CT,Hartford,2017-06-15,,No,4716.67,56600.0,3,3.0,2,Yes,7.6,4,18,8.55,40-49,50-70K,0
109294,Employee109294,Surgery,Surgical Tech,32,Female,Single,Bachelor's Degree,MA,Boston,2018-01-16,,No,5425.0,65100.0,3,3.0,4,Yes,17.7,4,46,7.96,30-39,50-70K,0
113176,Employee113176,Nursing,Staff Nurse,48,Female,Divorced,High School,CT,Hartford,2022-05-02,,No,5933.33,71200.0,2,1.0,4,No,3.0,0,6,3.67,40-49,70-90K,0
102125,Employee102125,Administration,Admin Assistant,42,Female,Divorced,Bachelor's Degree,CT,New Haven,2015-08-13,,No,4925.0,59100.0,2,4.0,2,No,3.6,2,18,10.39,40-49,50-70K,0
100762,Employee100762,It,Network Engineer,35,Female,Single,Bachelor's Degree,MA,Springfield,2020-02-20,,No,6208.33,74500.0,4,5.0,2,Yes,22.7,2,15,5.86,30-39,70-90K,0
102642,Employee102642,Nursing,ICU Nurse,28,Female,Single,Bachelor's Degree,NJ,Trenton,2020-07-07,,No,6208.33,74500.0,3,4.0,2,Yes,6.5,2,23,5.49,20-29,70-90K,0
109691,Employee109691,Nursing,Charge Nurse,32,Female,Divorced,Bachelor's Degree,MA,Worcester,2019-04-21,,No,7733.33,92800.0,3,2.0,1,Yes,17.2,2,54,6.7,30-39,90-120K,0
106176,Employee106176,Lab Services,Phlebotomist,47,Male,Divorced,Associate Degree,NY,Albany,2015-03-26,,No,4750.0,57000.0,4,2.0,3,Yes,2.3,1,20,10.77,40-49,50-70K,0
112507,Employee112507,Administration,Admin Assistant,28,Male,Divorced,Master's Degree,CT,Stamford,2015-10-20,,No,5966.67,71600.0,3,4.0,2,No,2.7,1,21,10.2,20-29,70-90K,0
